trip_id,start_time,completed_time,distance_meters,start_latitude,start_longitude,end_latitude,end_longitude,year,month,day,hour,tripDuration(minutes)
36668043,2019-01-26 20:27:32+00:00,2019-01-26 20:36:24+00:00,1130,38.22,-85.75,38.21,-85.73,2019,January,Saturday,20,9.0
36674420,2019-01-26 21:11:16+00:00,2019-01-26 21:32:02+00:00,522,38.24,-85.72,38.24,-85.72,2019,January,Saturday,21,21.0
32251366,2019-01-03 01:51:45+00:00,2019-01-03 01:56:51+00:00,1200,38.22,-85.76,38.22,-85.77,2019,January,Thursday,1,5.0
33440771,2019-01-09 20:30:54+00:00,2019-01-09 20:37:39+00:00,438,38.22,-85.77,38.22,-85.76,2019,January,Wednesday,20,7.0
34672049,2019-01-16 15:27:50+00:00,2019-01-16 15:28:57+00:00,130,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,15,1.0
34676899,2019-01-16 16:01:36+00:00,2019-01-16 16:06:12+00:00,785,38.22,-85.76,38.22,-85.75,2019,January,Wednesday,16,5.0
35059056,2019-01-18 15:14:19+00:00,2019-01-18 15:19:04+00:00,712,38.26,-85.76,38.26,-85.76,2019,January,Friday,15,5.0
35067187,2019-01-18 15:52:38+00:00,2019-01-18 15:56:16+00:00,1254,38.25,-85.76,38.24,-85.76,2019,January,Friday,15,4.0
35787539,2019-01-22 12:21:30+00:00,2019-01-22 12:24:21+00:00,556,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,12,3.0
36032384,2019-01-23 23:09:24+00:00,2019-01-23 23:11:55+00:00,13,38.23,-85.76,38.23,-85.76,2019,January,Wednesday,23,3.0
36267171,2019-01-25 05:50:11+00:00,2019-01-25 05:51:53+00:00,396,38.2,-85.76,38.2,-85.76,2019,January,Friday,5,2.0
36553611,2019-01-26 12:12:39+00:00,2019-01-26 12:35:12+00:00,1253,38.26,-85.76,38.26,-85.76,2019,January,Saturday,12,23.0
32413038,2019-01-04 02:30:57+00:00,2019-01-04 02:40:26+00:00,1369,38.23,-85.76,38.22,-85.76,2019,January,Friday,2,9.0
32671166,2019-01-05 11:56:38+00:00,2019-01-05 12:45:50+00:00,6163,38.25,-85.75,38.26,-85.75,2019,January,Saturday,11,49.0
34112616,2019-01-13 09:54:50+00:00,2019-01-13 10:01:21+00:00,385,38.26,-85.76,38.26,-85.76,2019,January,Sunday,9,7.0
34292522,2019-01-14 10:49:15+00:00,2019-01-14 10:55:47+00:00,1118,38.25,-85.76,38.26,-85.74,2019,January,Monday,10,7.0
34304253,2019-01-14 12:08:59+00:00,2019-01-14 12:15:58+00:00,651,38.26,-85.76,38.25,-85.76,2019,January,Monday,12,7.0
35060760,2019-01-18 15:22:08+00:00,2019-01-18 15:30:50+00:00,460,38.22,-85.75,38.22,-85.75,2019,January,Friday,15,9.0
32636792,2019-01-05 08:47:27+00:00,2019-01-05 09:01:27+00:00,405,38.26,-85.76,38.26,-85.76,2019,January,Saturday,8,14.0
34285281,2019-01-14 09:59:35+00:00,2019-01-14 10:04:52+00:00,249,38.22,-85.76,38.22,-85.76,2019,January,Monday,9,5.0
35775596,2019-01-22 11:04:10+00:00,2019-01-22 11:07:28+00:00,613,38.23,-85.76,38.22,-85.76,2019,January,Tuesday,11,3.0
35790120,2019-01-22 12:40:22+00:00,2019-01-22 12:43:06+00:00,45,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,12,3.0
36553897,2019-01-26 12:13:48+00:00,2019-01-26 12:19:03+00:00,537,38.26,-85.76,38.25,-85.76,2019,January,Saturday,12,5.0
33414327,2019-01-09 16:57:30+00:00,2019-01-09 17:02:44+00:00,774,38.22,-85.77,38.22,-85.77,2019,January,Wednesday,16,5.0
33438438,2019-01-09 20:08:15+00:00,2019-01-09 20:12:42+00:00,478,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,20,4.0
34671660,2019-01-16 15:25:02+00:00,2019-01-16 15:33:24+00:00,1445,38.21,-85.75,38.2,-85.76,2019,January,Wednesday,15,8.0
35061179,2019-01-18 15:23:58+00:00,2019-01-18 15:33:33+00:00,423,38.26,-85.76,38.26,-85.76,2019,January,Friday,15,10.0
35180178,2019-01-19 06:41:42+00:00,2019-01-19 06:45:22+00:00,570,38.22,-85.76,38.22,-85.77,2019,January,Saturday,6,4.0
36667309,2019-01-26 20:22:48+00:00,2019-01-26 20:28:34+00:00,1271,38.23,-85.71,38.22,-85.71,2019,January,Saturday,20,6.0
32671057,2019-01-05 11:56:10+00:00,2019-01-05 12:47:24+00:00,5175,38.23,-85.76,38.24,-85.72,2019,January,Saturday,11,51.0
33050923,2019-01-07 14:36:53+00:00,2019-01-07 14:58:09+00:00,5001,38.26,-85.76,38.24,-85.72,2019,January,Monday,14,21.0
34521064,2019-01-15 19:24:57+00:00,2019-01-15 19:29:02+00:00,499,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,19,4.0
35364270,2019-01-20 02:18:24+00:00,2019-01-20 02:21:39+00:00,19,38.21,-85.76,38.21,-85.76,2019,January,Sunday,2,3.0
36664213,2019-01-26 20:02:21+00:00,2019-01-26 20:18:42+00:00,1183,38.22,-85.76,38.22,-85.76,2019,January,Saturday,20,16.0
36670738,2019-01-26 20:45:40+00:00,2019-01-26 20:52:36+00:00,916,38.24,-85.76,38.25,-85.76,2019,January,Saturday,20,7.0
36666046,2019-01-26 20:14:11+00:00,2019-01-26 21:38:42+00:00,1777,38.27,-85.72,38.27,-85.72,2019,January,Saturday,20,85.0
32671144,2019-01-05 11:56:38+00:00,2019-01-05 12:46:56+00:00,212,38.23,-85.76,38.23,-85.76,2019,January,Saturday,11,50.0
32644996,2019-01-05 09:41:10+00:00,2019-01-05 09:42:28+00:00,95,38.26,-85.75,38.26,-85.75,2019,January,Saturday,9,1.0
32648966,2019-01-05 10:03:42+00:00,2019-01-05 10:05:43+00:00,635,38.22,-85.76,38.23,-85.76,2019,January,Saturday,10,2.0
33061478,2019-01-07 15:46:39+00:00,2019-01-07 15:48:29+00:00,414,38.24,-85.72,38.24,-85.72,2019,January,Monday,15,2.0
34291233,2019-01-14 10:40:27+00:00,2019-01-14 10:45:58+00:00,792,38.21,-85.75,38.22,-85.76,2019,January,Monday,10,6.0
35775725,2019-01-22 11:05:08+00:00,2019-01-22 11:14:45+00:00,2508,38.21,-85.76,38.21,-85.76,2019,January,Tuesday,11,10.0
32412965,2019-01-04 02:29:43+00:00,2019-01-04 02:39:40+00:00,1807,38.23,-85.76,38.22,-85.76,2019,January,Friday,2,10.0
34120932,2019-01-13 10:44:24+00:00,2019-01-13 11:51:02+00:00,3277,38.26,-85.76,38.26,-85.76,2019,January,Sunday,10,67.0
34287738,2019-01-14 10:17:09+00:00,2019-01-14 10:29:48+00:00,1105,38.26,-85.76,38.26,-85.76,2019,January,Monday,10,13.0
34524263,2019-01-15 20:00:52+00:00,2019-01-15 20:08:17+00:00,1317,38.26,-85.76,38.26,-85.74,2019,January,Tuesday,20,7.0
34674533,2019-01-16 15:45:28+00:00,2019-01-16 15:48:54+00:00,771,38.25,-85.76,38.25,-85.75,2019,January,Wednesday,15,3.0
36676859,2019-01-26 21:29:03+00:00,2019-01-26 21:38:05+00:00,454,38.24,-85.72,38.24,-85.72,2019,January,Saturday,21,9.0
34526796,2019-01-15 20:29:06+00:00,2019-01-15 20:34:10+00:00,1028,38.25,-85.75,38.26,-85.76,2019,January,Tuesday,20,5.0
35777439,2019-01-22 11:16:30+00:00,2019-01-22 11:21:05+00:00,475,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,11,5.0
36669844,2019-01-26 20:39:47+00:00,2019-01-26 21:20:00+00:00,1724,38.26,-85.76,38.26,-85.75,2019,January,Saturday,20,40.0
32198072,2019-01-02 15:20:12+00:00,2019-01-02 16:05:55+00:00,5001,38.26,-85.75,38.26,-85.74,2019,January,Wednesday,15,46.0
32207655,2019-01-02 16:29:16+00:00,2019-01-02 16:50:41+00:00,5167,38.25,-85.76,38.27,-85.74,2019,January,Wednesday,16,21.0
33417841,2019-01-09 17:21:45+00:00,2019-01-09 19:30:05+00:00,177,38.26,-85.75,38.26,-85.75,2019,January,Wednesday,17,128.0
34292532,2019-01-14 10:49:16+00:00,2019-01-14 10:58:10+00:00,880,38.26,-85.76,38.25,-85.75,2019,January,Monday,10,9.0
35173827,2019-01-19 05:48:45+00:00,2019-01-19 06:16:58+00:00,2208,38.24,-85.76,38.25,-85.76,2019,January,Saturday,5,28.0
35790465,2019-01-22 12:42:56+00:00,2019-01-22 12:48:43+00:00,1443,38.22,-85.76,38.21,-85.76,2019,January,Tuesday,12,6.0
36032819,2019-01-23 23:13:29+00:00,2019-01-23 23:14:46+00:00,24,38.23,-85.76,38.23,-85.76,2019,January,Wednesday,23,1.0
32675167,2019-01-05 12:15:03+00:00,2019-01-05 12:42:54+00:00,1914,38.24,-85.72,38.24,-85.72,2019,January,Saturday,12,28.0
32651976,2019-01-05 10:19:30+00:00,2019-01-05 10:48:03+00:00,4721,38.23,-85.76,38.26,-85.75,2019,January,Saturday,10,29.0
33050785,2019-01-07 14:36:02+00:00,2019-01-07 14:40:20+00:00,379,38.21,-85.76,38.21,-85.76,2019,January,Monday,14,4.0
33136115,2019-01-08 04:50:14+00:00,2019-01-08 04:54:37+00:00,859,38.22,-85.76,38.21,-85.76,2019,January,Tuesday,4,4.0
33406034,2019-01-09 16:03:06+00:00,2019-01-09 16:06:10+00:00,587,38.22,-85.76,38.23,-85.76,2019,January,Wednesday,16,3.0
34307034,2019-01-14 12:32:15+00:00,2019-01-14 12:36:15+00:00,301,38.22,-85.76,38.22,-85.76,2019,January,Monday,12,4.0
32681921,2019-01-05 12:44:40+00:00,2019-01-05 12:50:55+00:00,1355,38.21,-85.74,38.22,-85.75,2019,January,Saturday,12,6.0
32673411,2019-01-05 12:06:46+00:00,2019-01-05 12:12:44+00:00,50,38.23,-85.76,38.23,-85.76,2019,January,Saturday,12,6.0
32671318,2019-01-05 11:57:21+00:00,2019-01-05 12:46:05+00:00,5107,38.25,-85.75,38.26,-85.75,2019,January,Saturday,11,49.0
32647012,2019-01-05 09:53:07+00:00,2019-01-05 10:37:34+00:00,326,38.25,-85.74,38.26,-85.76,2019,January,Saturday,9,44.0
34672713,2019-01-16 15:32:59+00:00,2019-01-16 15:36:45+00:00,514,38.26,-85.76,38.26,-85.76,2019,January,Wednesday,15,4.0
36264607,2019-01-25 05:26:53+00:00,2019-01-25 05:32:53+00:00,1288,38.23,-85.75,38.23,-85.76,2019,January,Friday,5,6.0
36674378,2019-01-26 21:11:04+00:00,2019-01-26 21:32:18+00:00,725,38.24,-85.72,38.24,-85.72,2019,January,Saturday,21,21.0
32658240,2019-01-05 10:53:14+00:00,2019-01-05 10:56:13+00:00,675,38.26,-85.74,38.26,-85.74,2019,January,Saturday,10,3.0
32648027,2019-01-05 09:58:42+00:00,2019-01-05 10:04:11+00:00,595,38.26,-85.76,38.26,-85.76,2019,January,Saturday,9,5.0
34518831,2019-01-15 19:00:38+00:00,2019-01-15 19:03:54+00:00,875,38.22,-85.76,38.21,-85.76,2019,January,Tuesday,19,3.0
34667914,2019-01-16 15:00:35+00:00,2019-01-16 15:05:02+00:00,413,38.26,-85.76,38.26,-85.76,2019,January,Wednesday,15,4.0
36554510,2019-01-26 12:16:19+00:00,2019-01-26 12:33:21+00:00,1364,38.26,-85.76,38.25,-85.76,2019,January,Saturday,12,17.0
36554515,2019-01-26 12:16:19+00:00,2019-01-26 12:33:14+00:00,1707,38.26,-85.76,38.25,-85.76,2019,January,Saturday,12,17.0
36672598,2019-01-26 20:58:44+00:00,2019-01-26 21:02:55+00:00,255,38.23,-85.76,38.23,-85.76,2019,January,Saturday,20,4.0
34673543,2019-01-16 15:38:34+00:00,2019-01-16 15:40:30+00:00,457,38.26,-85.76,38.26,-85.76,2019,January,Wednesday,15,2.0
35071125,2019-01-18 16:11:25+00:00,2019-01-18 16:39:59+00:00,2075,38.22,-85.76,38.22,-85.76,2019,January,Friday,16,29.0
36662263,2019-01-26 19:50:48+00:00,2019-01-26 20:00:34+00:00,2267,38.22,-85.75,38.23,-85.74,2019,January,Saturday,19,10.0
32668003,2019-01-05 11:41:52+00:00,2019-01-05 12:39:55+00:00,5001,38.24,-85.72,38.24,-85.72,2019,January,Saturday,11,58.0
33450228,2019-01-09 22:22:52+00:00,2019-01-09 22:26:39+00:00,109,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,22,4.0
34671664,2019-01-16 15:25:04+00:00,2019-01-16 15:28:06+00:00,576,38.26,-85.76,38.26,-85.76,2019,January,Wednesday,15,3.0
36808385,2019-01-27 14:50:37+00:00,2019-01-27 14:58:34+00:00,799,38.25,-85.75,38.25,-85.76,2019,January,Sunday,14,8.0
36797989,2019-01-27 14:07:28+00:00,2019-01-27 14:17:24+00:00,5,38.25,-85.76,38.25,-85.76,2019,January,Sunday,14,10.0
32642111,2019-01-05 09:23:11+00:00,2019-01-05 09:34:24+00:00,922,38.25,-85.76,38.26,-85.75,2019,January,Saturday,9,11.0
34309034,2019-01-14 12:49:24+00:00,2019-01-14 12:58:51+00:00,568,38.26,-85.76,38.26,-85.76,2019,January,Monday,12,9.0
34680694,2019-01-16 16:29:46+00:00,2019-01-16 16:34:27+00:00,484,38.22,-85.76,38.23,-85.77,2019,January,Wednesday,16,5.0
35175997,2019-01-19 06:07:38+00:00,2019-01-19 06:20:48+00:00,960,38.21,-85.75,38.21,-85.76,2019,January,Saturday,6,13.0
36810050,2019-01-27 14:57:22+00:00,2019-01-27 14:59:52+00:00,527,38.22,-85.76,38.22,-85.76,2019,January,Sunday,14,2.0
33057118,2019-01-07 15:17:50+00:00,2019-01-07 15:24:49+00:00,1277,38.22,-85.76,38.21,-85.76,2019,January,Monday,15,7.0
34123250,2019-01-13 10:55:36+00:00,2019-01-13 11:50:54+00:00,3382,38.26,-85.76,38.26,-85.76,2019,January,Sunday,10,55.0
34526802,2019-01-15 20:29:09+00:00,2019-01-15 20:34:17+00:00,1122,38.25,-85.75,38.26,-85.76,2019,January,Tuesday,20,5.0
34668213,2019-01-16 15:02:24+00:00,2019-01-16 15:14:57+00:00,1170,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,15,13.0
34669696,2019-01-16 15:11:46+00:00,2019-01-16 15:16:01+00:00,1057,38.23,-85.76,38.24,-85.76,2019,January,Wednesday,15,4.0
34670751,2019-01-16 15:18:41+00:00,2019-01-16 15:22:44+00:00,536,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,15,4.0
32254091,2019-01-03 02:41:39+00:00,2019-01-03 02:44:45+00:00,76,38.22,-85.76,38.22,-85.76,2019,January,Thursday,2,3.0
33057590,2019-01-07 15:20:55+00:00,2019-01-07 15:23:59+00:00,76,38.22,-85.76,38.21,-85.76,2019,January,Monday,15,3.0
33430424,2019-01-09 18:57:59+00:00,2019-01-09 19:03:16+00:00,883,38.25,-85.73,38.24,-85.72,2019,January,Wednesday,18,5.0
33450281,2019-01-09 22:23:44+00:00,2019-01-09 22:30:15+00:00,615,38.25,-85.76,38.25,-85.75,2019,January,Wednesday,22,7.0
33450812,2019-01-09 22:31:11+00:00,2019-01-09 22:33:14+00:00,62,38.25,-85.76,38.25,-85.76,2019,January,Wednesday,22,2.0
34292256,2019-01-14 10:47:32+00:00,2019-01-14 10:50:34+00:00,450,38.22,-85.76,38.22,-85.76,2019,January,Monday,10,3.0
35791073,2019-01-22 12:47:42+00:00,2019-01-22 12:54:29+00:00,909,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,12,7.0
32669467,2019-01-05 11:48:44+00:00,2019-01-05 12:02:31+00:00,513,38.26,-85.74,38.26,-85.74,2019,January,Saturday,11,14.0
32671475,2019-01-05 11:58:02+00:00,2019-01-05 12:45:50+00:00,5256,38.25,-85.75,38.26,-85.75,2019,January,Saturday,11,48.0
32669102,2019-01-05 11:46:56+00:00,2019-01-05 12:38:57+00:00,4776,38.24,-85.72,38.24,-85.72,2019,January,Saturday,11,52.0
34675892,2019-01-16 15:54:41+00:00,2019-01-16 15:58:41+00:00,525,38.21,-85.76,38.22,-85.76,2019,January,Wednesday,15,4.0
35065771,2019-01-18 15:45:45+00:00,2019-01-18 15:47:31+00:00,308,38.22,-85.76,38.22,-85.76,2019,January,Friday,15,2.0
36558920,2019-01-26 12:34:55+00:00,2019-01-26 12:43:22+00:00,708,38.25,-85.76,38.26,-85.76,2019,January,Saturday,12,8.0
36679625,2019-01-26 21:49:45+00:00,2019-01-26 21:57:33+00:00,977,38.23,-85.76,38.23,-85.76,2019,January,Saturday,21,8.0
32677077,2019-01-05 12:23:37+00:00,2019-01-05 12:33:54+00:00,796,38.21,-85.76,38.22,-85.75,2019,January,Saturday,12,10.0
32652432,2019-01-05 10:21:57+00:00,2019-01-05 10:45:48+00:00,2515,38.26,-85.74,38.26,-85.74,2019,January,Saturday,10,24.0
33054730,2019-01-07 15:01:52+00:00,2019-01-07 15:06:07+00:00,320,38.21,-85.76,38.22,-85.76,2019,January,Monday,15,4.0
34285037,2019-01-14 09:57:55+00:00,2019-01-14 10:01:15+00:00,285,38.22,-85.76,38.22,-85.76,2019,January,Monday,9,3.0
34655157,2019-01-16 13:50:34+00:00,2019-01-16 15:14:45+00:00,2021,38.26,-85.76,38.26,-85.75,2019,January,Wednesday,13,84.0
36670261,2019-01-26 20:42:36+00:00,2019-01-26 21:18:41+00:00,3977,38.26,-85.76,38.26,-85.75,2019,January,Saturday,20,36.0
36806683,2019-01-27 14:43:30+00:00,2019-01-27 14:53:45+00:00,2522,38.22,-85.76,38.21,-85.77,2019,January,Sunday,14,10.0
32657127,2019-01-05 10:47:24+00:00,2019-01-05 10:52:25+00:00,1192,38.26,-85.75,38.26,-85.74,2019,January,Saturday,10,5.0
32653631,2019-01-05 10:28:17+00:00,2019-01-05 10:46:12+00:00,2024,38.26,-85.74,38.26,-85.74,2019,January,Saturday,10,18.0
33446046,2019-01-09 21:26:51+00:00,2019-01-09 21:30:23+00:00,519,38.25,-85.75,38.24,-85.76,2019,January,Wednesday,21,4.0
34288209,2019-01-14 10:20:11+00:00,2019-01-14 10:24:22+00:00,1262,38.2,-85.76,38.21,-85.76,2019,January,Monday,10,4.0
34670032,2019-01-16 15:13:52+00:00,2019-01-16 15:18:01+00:00,715,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,15,4.0
35061792,2019-01-18 15:26:48+00:00,2019-01-18 15:29:13+00:00,22,38.26,-85.76,38.26,-85.76,2019,January,Friday,15,2.0
35784614,2019-01-22 12:01:19+00:00,2019-01-22 12:03:37+00:00,393,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,12,2.0
36267463,2019-01-25 05:52:15+00:00,2019-01-25 05:55:57+00:00,299,38.21,-85.76,38.22,-85.76,2019,January,Friday,5,4.0
34287908,2019-01-14 10:18:20+00:00,2019-01-14 10:23:18+00:00,691,38.25,-85.76,38.25,-85.76,2019,January,Monday,10,5.0
34524188,2019-01-15 19:59:51+00:00,2019-01-15 20:04:28+00:00,47,38.26,-85.76,38.26,-85.76,2019,January,Tuesday,19,5.0
32675027,2019-01-05 12:14:25+00:00,2019-01-05 12:20:14+00:00,723,38.22,-85.76,38.22,-85.76,2019,January,Saturday,12,6.0
32644119,2019-01-05 09:35:51+00:00,2019-01-05 09:44:36+00:00,791,38.26,-85.76,38.26,-85.76,2019,January,Saturday,9,9.0
33059175,2019-01-07 15:31:28+00:00,2019-01-07 15:35:24+00:00,615,38.25,-85.76,38.25,-85.76,2019,January,Monday,15,4.0
34672592,2019-01-16 15:32:04+00:00,2019-01-16 15:37:27+00:00,934,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,15,5.0
34680571,2019-01-16 16:28:45+00:00,2019-01-16 16:53:49+00:00,401,38.21,-85.77,38.21,-85.77,2019,January,Wednesday,16,25.0
36662977,2019-01-26 19:54:59+00:00,2019-01-26 20:05:35+00:00,1964,38.22,-85.76,38.22,-85.76,2019,January,Saturday,19,11.0
32677239,2019-01-05 12:24:18+00:00,2019-01-05 12:41:07+00:00,958,38.26,-85.74,38.26,-85.75,2019,January,Saturday,12,17.0
33450282,2019-01-09 22:23:42+00:00,2019-01-09 22:29:18+00:00,848,38.25,-85.76,38.25,-85.75,2019,January,Wednesday,22,6.0
33431718,2019-01-09 19:08:26+00:00,2019-01-09 19:10:42+00:00,365,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,19,2.0
35071344,2019-01-18 16:12:36+00:00,2019-01-18 16:40:13+00:00,2067,38.22,-85.76,38.22,-85.76,2019,January,Friday,16,28.0
35783075,2019-01-22 11:52:12+00:00,2019-01-22 11:58:36+00:00,1392,38.23,-85.76,38.23,-85.74,2019,January,Tuesday,11,6.0
36561493,2019-01-26 12:45:44+00:00,2019-01-26 12:59:59+00:00,595,38.25,-85.75,38.25,-85.75,2019,January,Saturday,12,14.0
36801857,2019-01-27 14:23:17+00:00,2019-01-27 14:24:27+00:00,49,38.25,-85.74,38.25,-85.74,2019,January,Sunday,14,1.0
32675154,2019-01-05 12:15:00+00:00,2019-01-05 12:22:45+00:00,1000,38.22,-85.76,38.22,-85.76,2019,January,Saturday,12,8.0
33446675,2019-01-09 21:34:45+00:00,2019-01-09 21:45:57+00:00,2082,38.23,-85.76,38.23,-85.77,2019,January,Wednesday,21,11.0
35781369,2019-01-22 11:43:06+00:00,2019-01-22 11:47:08+00:00,684,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,11,4.0
35785555,2019-01-22 12:07:47+00:00,2019-01-22 12:08:58+00:00,172,38.22,-85.76,38.22,-85.75,2019,January,Tuesday,12,1.0
36252880,2019-01-25 03:31:15+00:00,2019-01-25 03:51:03+00:00,4247,38.22,-85.75,38.26,-85.76,2019,January,Friday,3,20.0
36557082,2019-01-26 12:27:19+00:00,2019-01-26 12:32:29+00:00,372,38.26,-85.75,38.25,-85.76,2019,January,Saturday,12,5.0
36797070,2019-01-27 14:03:33+00:00,2019-01-27 14:08:06+00:00,735,38.21,-85.74,38.22,-85.74,2019,January,Sunday,14,5.0
36807577,2019-01-27 14:47:26+00:00,2019-01-27 14:52:09+00:00,1215,38.22,-85.77,38.22,-85.76,2019,January,Sunday,14,5.0
32210506,2019-01-02 16:50:46+00:00,2019-01-02 16:58:02+00:00,2059,38.2,-85.76,38.22,-85.76,2019,January,Wednesday,16,7.0
32196659,2019-01-02 15:10:22+00:00,2019-01-02 15:12:25+00:00,58,38.25,-85.75,38.26,-85.75,2019,January,Wednesday,15,2.0
34292933,2019-01-14 10:52:01+00:00,2019-01-14 10:56:53+00:00,606,38.22,-85.76,38.23,-85.76,2019,January,Monday,10,5.0
35784198,2019-01-22 11:58:48+00:00,2019-01-22 11:59:18+00:00,25,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,11,1.0
36676411,2019-01-26 21:25:29+00:00,2019-01-26 21:29:25+00:00,481,38.25,-85.75,38.25,-85.76,2019,January,Saturday,21,4.0
33431284,2019-01-09 19:05:12+00:00,2019-01-09 19:10:04+00:00,255,38.22,-85.75,38.22,-85.75,2019,January,Wednesday,19,5.0
35176727,2019-01-19 06:13:48+00:00,2019-01-19 06:24:33+00:00,1232,38.22,-85.74,38.21,-85.75,2019,January,Saturday,6,11.0
34667646,2019-01-16 14:59:12+00:00,2019-01-16 15:13:15+00:00,238,38.26,-85.74,38.26,-85.75,2019,January,Wednesday,14,14.0
32408329,2019-01-04 01:04:36+00:00,2019-01-04 01:08:06+00:00,477,38.22,-85.76,38.22,-85.76,2019,January,Friday,1,4.0
33056083,2019-01-07 15:10:56+00:00,2019-01-07 15:18:10+00:00,123,38.23,-85.75,38.23,-85.75,2019,January,Monday,15,7.0
34284779,2019-01-14 09:56:18+00:00,2019-01-14 10:34:16+00:00,4244,38.26,-85.76,38.26,-85.76,2019,January,Monday,9,38.0
35056128,2019-01-18 15:00:40+00:00,2019-01-18 15:07:40+00:00,1201,38.26,-85.76,38.25,-85.76,2019,January,Friday,15,7.0
36664148,2019-01-26 20:02:01+00:00,2019-01-26 20:18:39+00:00,1189,38.22,-85.76,38.22,-85.76,2019,January,Saturday,20,17.0
36672693,2019-01-26 20:59:27+00:00,2019-01-26 21:02:46+00:00,705,38.25,-85.76,38.25,-85.75,2019,January,Saturday,20,3.0
36677970,2019-01-26 21:37:27+00:00,2019-01-26 21:40:27+00:00,742,38.22,-85.76,38.22,-85.76,2019,January,Saturday,21,3.0
33425609,2019-01-09 18:18:36+00:00,2019-01-09 18:23:59+00:00,816,38.22,-85.76,38.21,-85.76,2019,January,Wednesday,18,5.0
34520273,2019-01-15 19:16:28+00:00,2019-01-15 19:18:47+00:00,451,38.26,-85.76,38.26,-85.76,2019,January,Tuesday,19,2.0
34674696,2019-01-16 15:46:36+00:00,2019-01-16 15:54:27+00:00,441,38.21,-85.76,38.21,-85.76,2019,January,Wednesday,15,8.0
36264316,2019-01-25 05:24:19+00:00,2019-01-25 05:26:25+00:00,318,38.22,-85.74,38.22,-85.74,2019,January,Friday,5,2.0
36557746,2019-01-26 12:29:58+00:00,2019-01-26 12:42:22+00:00,2223,38.25,-85.76,38.25,-85.76,2019,January,Saturday,12,12.0
36803874,2019-01-27 14:31:47+00:00,2019-01-27 14:57:09+00:00,1985,38.21,-85.74,38.22,-85.75,2019,January,Sunday,14,25.0
32673210,2019-01-05 12:05:59+00:00,2019-01-05 12:30:17+00:00,1724,38.26,-85.76,38.25,-85.76,2019,January,Saturday,12,24.0
32651493,2019-01-05 10:17:01+00:00,2019-01-05 10:45:29+00:00,5046,38.23,-85.76,38.26,-85.75,2019,January,Saturday,10,28.0
33437057,2019-01-09 19:56:06+00:00,2019-01-09 19:58:45+00:00,451,38.22,-85.76,38.22,-85.76,2019,January,Wednesday,19,3.0
34518427,2019-01-15 18:55:56+00:00,2019-01-15 19:01:15+00:00,802,38.21,-85.76,38.22,-85.76,2019,January,Tuesday,18,5.0
35067003,2019-01-18 15:51:52+00:00,2019-01-18 15:56:19+00:00,1247,38.25,-85.74,38.25,-85.75,2019,January,Friday,15,4.0
32659192,2019-01-05 10:58:02+00:00,2019-01-05 10:59:58+00:00,162,38.25,-85.74,38.25,-85.74,2019,January,Saturday,10,2.0
33052531,2019-01-07 14:46:59+00:00,2019-01-07 15:08:31+00:00,1172,38.24,-85.73,38.24,-85.72,2019,January,Monday,14,22.0
33448242,2019-01-09 21:55:25+00:00,2019-01-09 21:58:49+00:00,1478,38.23,-85.72,38.23,-85.72,2019,January,Wednesday,21,3.0
35779996,2019-01-22 11:34:32+00:00,2019-01-22 11:36:53+00:00,341,38.22,-85.76,38.22,-85.77,2019,January,Tuesday,11,2.0
35784748,2019-01-22 12:02:11+00:00,2019-01-22 12:30:34+00:00,1809,38.22,-85.76,38.22,-85.76,2019,January,Tuesday,12,28.0
35791049,2019-01-22 12:47:26+00:00,2019-01-22 12:54:20+00:00,2259,38.21,-85.76,38.23,-85.75,2019,January,Tuesday,12,7.0
36797085,2019-01-27 14:03:38+00:00,2019-01-27 14:09:55+00:00,179,38.22,-85.74,38.21,-85.74,2019,January,Sunday,14,6.0
32178120,2019-01-02 13:00:15+00:00,2019-01-02 14:46:57+00:00,5537,38.25,-85.76,38.26,-85.76,2019,January,Wednesday,13,107.0
32809907,2019-01-06 06:04:32+00:00,2019-01-06 06:13:20+00:00,1673,38.21,-85.76,38.21,-85.77,2019,January,Sunday,6,9.0
32908771,2019-01-06 15:50:22+00:00,2019-01-06 15:55:57+00:00,1514,38.22,-85.76,38.21,-85.76,2019,January,Sunday,15,6.0
33165315,2019-01-08 08:55:06+00:00,2019-01-08 08:58:10+00:00,216,38.25,-85.75,38.25,-85.75,2019,January,Tuesday,8,3.0
